-3.7012382904902936,-255,-3.83048673753983,-255,-3.8309890615652193,-255,-3.771472584946244,-255
-3.6409052356696314,-250,-3.7579823204588845,-250,-3.762168898782614,-250,-3.7068992258064473,-250
-3.63409343915762,-245,-3.7594520045889044,-245,-3.7685140201739182,-245,-3.7030151139784895,-245
-3.6204698461335956,-240,-3.74769453154875,-240,-3.760216553739136,-240,-3.6923338064516087,-240
-3.615638336179006,-235,-3.747082163161242,-235,-3.756136152598266,-235,-3.682099171784943,-235
-3.605381716859491,-230,-3.7385677931013324,-230,-3.753256443659136,-230,-3.670340023225802,-230
-3.5950618451437935,-225,-3.717482724782658,-225,-3.745554442462613,-225,-3.658313841978494,-225
-3.5868974204672526,-220,-3.703604007648177,-220,-3.7358122406956578,-220,-3.647666520430106,-220
-3.5746799768660655,-215,-3.689842865244098,-215,-3.718250897029572,-215,-3.631159045161289,-215
-3.5592950478867933,-210,-3.677100703836834,-210,-3.70740562031305,-210,-3.6185356817204304,-210
-3.5417789997130527,-205,-3.661424073116631,-205,-3.6932511187478334,-205,-3.6005716645161314,-205
-3.524705718312592,-200,-3.6399176953473535,-200,-3.672849113043486,-200,-3.5811948016344126,-200
-3.506216556351421,-195,-3.601216013256851,-195,-3.6474686274782684,-195,-3.548665365075275,-195
-3.49170742978084,-190,-3.597340946100701,-190,-3.6338022121739226,-190,-3.5428828935914045,-190
-3.4677785617479358,-185,-3.570886631760357,-185,-3.6148107757634875,-185,-3.518563498408607,-185
-3.4426138392049968,-180,-3.5396215513677514,-180,-3.58793674624001,-180,-3.489913318537634,-180
-3.421244260433035,-175,-3.5014538545111553,-175,-3.5582366972660977,-175,-3.4614039377204247,-175
-3.395325374704837,-170,-3.455359661246657,-170,-3.530859938893919,-170,-3.424417482838697,-170
-3.3673678155919737,-165,-3.411043785779482,-165,-3.4974016257113036,-165,-3.3849112104085917,-165
-3.3348560839539374,-160,-3.3622306768744474,-160,-3.461815256431296,-160,-3.342802583053757,-160
-3.3038916032379126,-155,-3.312080155411094,-155,-3.427380770726949,-155,-3.2979556568602137,-155
-3.2631375978203425,-150,-3.2529204702307264,-150,-3.379821645467818,-150,-3.2388928813763473,-150
-3.2224663070747055,-145,-3.194113509241564,-145,-3.328260212869557,-145,-3.1786600172043067,-145
-3.16797193497861,-140,-3.1358160387508036,-140,-3.2711541203478203,-140,-3.1106880602150593,-140
-3.1421844196117052,-135,-3.095154777820266,-135,-3.214536114086954,-135,-3.046114701075264,-135
-3.1134532350378334,-130,-3.0548511400280347,-130,-3.16370681088,-130,-3.013983385978491,-130
-3.0779589096413242,-125,-3.0148120453792138,-125,-3.1110618267826102,-125,-2.966490408602151,-125
-3.0268704358012495,-120,-2.969251837348622,-120,-3.051027216695653,-120,-2.9257072344086072,-120
-2.9689701654491603,-115,-2.9261411028680615,-115,-3.004170935652175,-115,-2.883953032258071,-115
-2.8982783143613076,-110,-2.864762194651365,-110,-2.9386355934052224,-110,-2.842058031053761,-110
-2.838572917933541,-105,-2.805627004206498,-105,-2.884589801739138,-105,-2.784422666666664,-105
-2.7680221683448516,-100,-2.7336124818355647,-100,-2.8167458114782717,-100,-2.716936223655916,-100
-2.6965420950891703,-95,-2.653357930442323,-95,-2.7440648863721733,-95,-2.6480369349677426,-95
-2.610995662036196,-90,-2.5686061456112204,-90,-2.649464007290428,-90,-2.567529007053757,-90
-2.515362904576508,-85,-2.4713816414633554,-85,-2.541284568431301,-85,-2.4735140802580653,-85
-2.4096924783994647,-80,-2.3586176771140916,-80,-2.439186684382609,-80,-2.3787951581935514,-80
-2.285708050743006,-75,-2.244070496020393,-75,-2.2938248341704353,-75,-2.25600381789247,-75
-2.148542796835804,-70,-2.0864125804461398,-70,-2.144558293871308,-70,-2.1172342125591443,-70
-1.9944404974583703,-65,-1.936152074992992,-65,-1.9792337155895665,-65,-1.9711867526881695,-65
-1.822462097805859,-60,-1.7576932300318675,-60,-1.8198930748660844,-60,-1.7991788603870953,-60
-1.6154953919262933,-55,-1.56248978388273,-55,-1.6137400808626088,-55,-1.6202426836129018,-55
-1.4294554980454073,-50,-1.361907293817716,-50,-1.4344367120695645,-50,-1.4225074055913964,-50
