1.4468662755555568,50,1.387878168975608,50,1.3727956206572798,50,1.4061947016393448,50
1.6441400839111144,55,1.6001188755772378,55,1.5569533939029718,55,1.6018159029508172,55
1.8375201699555586,60,1.8004858394224414,60,1.7453257620281688,60,1.7857601880655765,60
2.0079960071111156,65,1.9813843642588609,65,1.9147007094334871,65,1.9744842696393452,65
2.144446851555558,70,2.1196929279479675,70,2.0602336496525857,70,2.118559600786883,70
2.287189054577786,75,2.262001788826018,75,2.1988415660719896,75,2.260113613639349,75
2.3978117034666657,80,2.385727362029265,80,2.3077910413521123,80,2.380869184262292,80
2.494613831111115,85,2.489671514536585,85,2.398851685758993,85,2.4877331672131153,85
2.587205475555565,90,2.5918795967479653,90,2.479920370579028,90,2.5889752918032767,90
2.657867520000003,95,2.675993425170723,95,2.552686840688573,95,2.674641704918028,95
2.7295042133333323,100,2.7537498130731723,100,2.605430322378714,100,2.7505732983606643,100
2.789445120000003,105,2.8246597265691085,105,2.6576854384976514,105,2.8182302950819724,105
2.850360675555562,110,2.886277996227639,110,2.7089638234741784,110,2.8800464000000003,110
2.900067768888899,115,2.943494960910561,115,2.755358552738657,115,2.940402281967208,115
2.949287537777786,120,2.995332552845529,120,2.7988230885759053,120,2.999297940983597,120
2.9994819555555536,125,3.0413017381463447,125,2.8461945489827927,125,3.0460250754098346,125
3.040904533333331,130,3.092161262308942,130,2.8945427405320885,130,3.103947252459019,130
3.0711186488888895,135,3.1312839732032463,135,2.9424025665101796,135,3.1545683147540973,135
3.0991592974222253,140,3.1804514401196635,140,3.0032675676494605,140,3.202001223606554,140
3.1300800334222276,145,3.2446909314081243,145,3.0913491820719825,145,3.2659395192131084,145
3.1773505045333423,150,3.297951611951875,150,3.1743273762754214,150,3.3121361059672143,150
3.201672867555568,155,3.327249632072848,155,3.212375937928006,155,3.349527548327879,155
3.2717598691555625,160,3.3795322448442238,160,3.2962869103724524,160,3.4108569122623007,160
3.315619069155555,165,3.4147426846491027,165,3.352448951061028,165,3.4424512695082004,165
3.356997787733329,170,3.4455078064286213,170,3.390497512713609,170,3.4706822465573803,170
3.399706902044443,175,3.478630071539523,175,3.434850873890449,175,3.5021889904262298,175
3.423361630577777,180,3.505658974428628,180,3.4725868815774614,180,3.5222767908196717,180
3.444048553244444,185,3.5281985462426095,185,3.5045504082128307,185,3.5461709057049142,185
3.4765725866666677,190,3.5518531153170785,190,3.5328365420970256,190,3.569758373770485,190
3.499959286755559,195,3.5702554604539873,195,3.5613815097339585,195,3.6019708920655633,195
3.5224590563555602,200,3.5867016700461805,200,3.583797489452269,200,3.62586013954097,200
3.5501585777777858,205,3.604668775024389,205,3.6036495499217533,205,3.648123672131138,205
3.5657529600000073,210,3.6198288254959334,210,3.621230710485134,210,3.668080052459013,210
3.570626204444452,215,3.634988875967476,215,3.6378351399061044,215,3.6807353180327866,215
3.587682560000009,220,3.6491708586666625,220,3.652974472613461,220,3.706532590163942,220
3.5993783466666764,225,3.6653089769105653,225,3.6710439987480474,225,3.70653259016394,225
3.6213079466666787,230,3.678023857951219,230,3.6822764068857636,230,3.7255154885245996,230
3.63012364586668,235,3.686288530627643,235,3.6944367096087687,235,3.7307722911475505,235
3.6451868444444564,240,3.6961181117398407,240,3.7075737434741853,240,3.7443134253114834,240
3.6473115790222352,245,3.710965180524234,245,3.722986560901416,245,3.7689668561311533,245
3.652496711111123,250,3.7126963604813077,250,3.727108366322387,250,3.7667035105573827,250
3.7328077795555523,255,3.7800461072858615,255,3.8007636617715193,255,3.8435209725901593,255
